score,genre,lyrics
1,리뷰,이친구는 아직입기가.. 너무얇아서 많이시키는김에 따수어지면 입으려고 구매했어유 봄되면 요기조기에 코디 레이어드 잘해서 입을꺼같아용 사이즈도넉넉하고 색감도 모니터색상이랑 비슷해서 사길잘했음
1,리뷰,제가 약간 겉옷같은 셔츠가 사고시펏는데 셔츠가 오버핏인데다가 기장도 길어서 레깅스에 편하게 코디하기 젛더라구요~~~~^^
1,리뷰,"저 정말 정말 덩치 큰 뚱띠인데여,, 정말 정말 넉넉합니다."
1,리뷰,살짝 헐렁하게 해서 하의실종하고 친구들이랑.스튜디오 사진찍으려고 샀거든여 길이감도 좋고
1,리뷰,재질도 길이도 모듀 굿굿이요
1,리뷰,진한 베이지가 아니라 예뻐요~재질도 길이도 모듀 굿굿이요
1,리뷰,근데 사이즈가 너무 커서 아빠옷 훔쳐입은듯한 느낌....
1,리뷰,진짜 왠만해서 큰사이즈아니신뷴들은 다 1로 사세요
1,리뷰,진짜 엄청 커요
1,리뷰,그래서 맨날 큰거 사도 딱맞거나 애매하게 커서 더 커보이거나 작거나거든요 근데 아유~~ 아유정말~ 보이프렌드 핏이 저한테도 있을줄이야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈㅅ 저같으신 분들 개 강추 나ㅜ이거 깔별로 3개나 샀어여
1,리뷰,이건 너무 커요
1,리뷰,입어보니까 너무 커서 1도 하나살려고 합니다
1,리뷰,후기보고 다들 크다고는하는데 저는 단추 잠그고 다니고 싶어서 그냥 2시켰는데 생각한거보다 진짜 많이 크더라고요ㅎㅎ
1,리뷰,그치만 바지에 넣어 입으면 핏은 정말 예뻐서 만족합니다ㅎㅎ
1,리뷰,"제작지연으로 좀 늦게 받긴했지만 만족하고, 진베이지도 시켰는데 이건 1로 바꿨는데 사이즈 잘 맞았으면 좋겠어요ㅎㅎ"
1,리뷰,그래서 환불해야되나 생각했었는데 입어봤을 때 핏이 좋아서 그냥 입기로 결정했답니다~^^ 제가 원래 사이즈는 66-77정도입는데 77입으시는 분들도 1번 사이즈 사시면 될것 같아요
1,리뷰,크기가 엄청 넉넉해요.
1,리뷰,근데 사이즈가 너무 커서 아빠옷 훔쳐입은듯한 느낌....
1,리뷰,진짜 왠만해서 큰사이즈아니신뷴들은 다 1로 사세요
1,리뷰,진짜 엄청 커요
1,리뷰,그래서 맨날 큰거 사도 딱맞거나 애매하게 커서 더 커보이거나 작거나거든요 근데 아유~~ 아유정말~ 보이프렌드 핏이 저한테도 있을줄이야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈㅅ 저같으신 분들 개 강추 나ㅜ이거 깔별로 3개나 샀어여
1,리뷰,이건 너무 커요
1,리뷰,입어보니까 너무 커서 1도 하나살려고 합니다
1,리뷰,후기보고 다들 크다고는하는데 저는 단추 잠그고 다니고 싶어서 그냥 2시켰는데 생각한거보다 진짜 많이 크더라고요ㅎㅎ
1,리뷰,그치만 바지에 넣어 입으면 핏은 정말 예뻐서 만족합니다ㅎㅎ
1,리뷰,"제작지연으로 좀 늦게 받긴했지만 만족하고, 진베이지도 시켰는데 이건 1로 바꿨는데 사이즈 잘 맞았으면 좋겠어요ㅎㅎ"
1,리뷰,그래서 환불해야되나 생각했었는데 입어봤을 때 핏이 좋아서 그냥 입기로 결정했답니다~^^ 제가 원래 사이즈는 66-77정도입는데 77입으시는 분들도 1번 사이즈 사시면 될것 같아요
1,리뷰,크기가 엄청 넉넉해요.
1,리뷰,사이즈도 넉넉하고 편해요!
1,리뷰,색깔이 예뻐요 그리고 사이즈도 넉넉해서 편하게 입을 것 같아요.
1,리뷰,저렴하고 빅사이즈라 자주 이용할것 같아요.
1,리뷰,사이즈도 굳굳굳
1,리뷰,커요..
1,리뷰,재질도 좋고 핏이 이뻐여 ㅋㅋ 근데 완전 빅사이즈이네여 ㅎ
1,리뷰,조금 정사이즈보다는 크게입는거 같아요
1,리뷰,길이감도 있고 적당히 루즈핏이라 좋아요!
1,리뷰,품이넉넉한건 마음에들지만 구매하시는거라면 흰색보다 다른색추천이요ㅠㅜ빳빳하지만 주름지는거 잘보여서맴에걸려요(핫핑옷다좋아하지만 이건비추)
1,리뷰,너무 낙낙하니 괜찮아요!!!!!!
1,리뷰,완전 사이즈에 맞게 잘맞아서 중요한모임에 잘입고갔다왓어요!
1,리뷰,생각보다 사이즈가 커서 저는 1로 교환했답니다.
1,리뷰,사이즈가 많이 크고 길엇어요
1,리뷰,엄청 넉넉해서 음직이는데 불편감이 하나도없어요 ㅎㅎㅎㅎ
1,리뷰,편하고 잘맞아요~!
1,리뷰,저 88이상 사이즈인데 팔도 안끼고 기장이 길고
1,리뷰,2사이즈 생각보다 엄~~ 청 거지같이 크지않아요~
1,리뷰,사이즈가 엄~~~청크진않아요
1,리뷰,사이즈도 널널하고 이뻐요!
1,리뷰,남방이 낙낙하니 잘 맞네요.
1,리뷰,사이즈는 좋은데 팔 부분이 너무 펑퍼짐해서 줄여야 될 것 같네요.
1,리뷰,사이즈는 맞네요. (제가 하비족이라서 상체가 하체에 비해 날씬해서 전체적으로 넉넉한 느낌)팔이 펑퍼짐한게 싫으신 분들은 좀 더 생각해보고 사시길...아님 저처럼 수선해도 되구요.
1,리뷰,어어어어어어어어엄청 커요...
1,리뷰,길이도 길어서 짧은 원피스 정도 길이더라구요
1,리뷰,1사이즈도 2처럼 넉넉하게 나왔더라구요
1,리뷰,너무이뻐용 편한옷인데도 밑에를 뭘입냐에따라서 분위기도다르고 강추!
1,리뷰,"엄청 커요,, 제가 가슴이 큰 편인데도 널널 한거 보면 진짜 큽니다 짱이에용 ㅠㅜ"
1,리뷰,사이즈 걱정햇엇는데 엄청 넉넉하고 핏도 이쁜거같아요!
1,리뷰,역시 핫핑 옷 이쁘고 사이즈도 걱정없이 살수있어서 너무너무 좋아욤
1,리뷰,사이즈도 넉넉하고 무엇보다 색감도 예쁜것 같아요
1,리뷰,사이즈를 2로 사지말고 1로 살껄 이라는 생각이 들 정도로 큼직해서 진베이지색 1사이즈로 또 샀습니다
1,리뷰,아직 입어보진 않았지만 색깔도 제가 원하던 진베이지 색깔에 품도 넉넉해서 이쁠것같아요~
1,리뷰,2 주문했다가 추후에 1로 다시 주문변경한건데 정말 사이즈가 넉넉해서 웬만하면 1로 하심 박시하게 입을 수 있을 것 같습니다!
1,리뷰,품에 비해 기장이 짧은 느낌 ㅜㅜ 80 안되는 것 같은데 ..
1,리뷰,그래도 바지안에 넣어입으면 존예.... 색별로 다 사고싶어욬ㅋㅋㅋ 카키색 원래 잘 안받아서 더 뚱뚱해보이는데 얜 안그래요 추천입니당
1,리뷰,넉넉한 기장으로 힙을 여유있게 덮어주는 핏이라
1,리뷰,사이즈도 여유있는 편인데다 라이트한 느낌으로 자주 손이가는 셔츠라 강력추천합니다!
1,리뷰,베이직하게 잘 맞는 사이즈에요
1,리뷰,힙을 덮는 길이감이라 체형커버에도 자연스러웠어요
1,리뷰,길이감이나 소매는 편안하게 내려오는 핏이라 가볍게 걸치기도 좋고 단독으로도 좋을것 같아요
1,리뷰,카키는 너무나 마음에 듭니다. 사이즈도 색도 핏도 너무 예뻐요
1,리뷰,불량이더라도 그럼 둘다 1사이즈인데 왜 사이즈가 다른건지...
1,리뷰,오ㅑ케 다 구겨져서 와요 ? 새옷맞아요 ?
1,리뷰,환절기에 입을 만한 큰 셔츠를 찾고 있는데 너무 마음에 들어서 샀어요~ 겉옷처럼 입을 수도 있게 색상은 무난한 카키로 샀어요~ 화면에서 보는 색상이랑 똑같고요~ 크기도 넉넉해서 저랑 비슷한 체형이신분들은 넉넉하게 입을 수 있을 것 같아요~
1,리뷰,그리고 이 옷은 핑크 후기는 또 거의 없고.. 근데 진짜 제가 딱 찾던 그 분홍색이예요ㅎㅎ 품이 많이 넉넉해서 안에 얇은티입고 걸쳐입어도 좋을 것 같아요!
1,리뷰,물론 저는 정장에 꾸역꾸역 넣어입었어요ㅋㅋ
1,리뷰,사이즈가 넉넉하지만 단추2개 풀면 여리여리함까지~ 맘에 들어요!
1,리뷰,길이감이나 소매는 편안하게 내려오는 핏이라 가볍게 걸치기도 좋고 단독으로도 좋을것 같아요
1,리뷰,카키는 너무나 마음에 듭니다. 사이즈도 색도 핏도 너무 예뻐요
1,리뷰,불량이더라도 그럼 둘다 1사이즈인데 왜 사이즈가 다른건지...
1,리뷰,오ㅑ케 다 구겨져서 와요 ? 새옷맞아요 ?
1,리뷰,환절기에 입을 만한 큰 셔츠를 찾고 있는데 너무 마음에 들어서 샀어요~ 겉옷처럼 입을 수도 있게 색상은 무난한 카키로 샀어요~ 화면에서 보는 색상이랑 똑같고요~ 크기도 넉넉해서 저랑 비슷한 체형이신분들은 넉넉하게 입을 수 있을 것 같아요~
1,리뷰,그리고 이 옷은 핑크 후기는 또 거의 없고.. 근데 진짜 제가 딱 찾던 그 분홍색이예요ㅎㅎ 품이 많이 넉넉해서 안에 얇은티입고 걸쳐입어도 좋을 것 같아요!
1,리뷰,물론 저는 정장에 꾸역꾸역 넣어입었어요ㅋㅋ
1,리뷰,사이즈가 넉넉하지만 단추2개 풀면 여리여리함까지~ 맘에 들어요!
1,리뷰,팔뚝 넉넉하고요 품도 되게 커요
1,리뷰,하여간 낙낙합니다
1,리뷰,저는상의사이즈 보통 105정도 입눈데 이셔츠는 박시한편은 아니에용 가슴이 보통사람보다 커서 그런거일수도잇고 다른부분은 넉넉하게 잘맞앗어요
1,리뷰,기장도 생각보다 많이 길지는않아용 데일리하게 입고다닐거같아요
1,리뷰,상의 보통 77-88입는데 사이즈. 괜찮아요
1,리뷰,사이즈는 매우 넉넉한 편이고 특히 팔이 길어서 좋아요
1,리뷰,넣어서 입어보고 빼서 오픈해서 입어봤는데 두 가지 다 스타일이 괜찮아서 여러 계절 두루두루 입을 수 있을 것 같습니다^^
1,리뷰,진짜 커요 1사이즈인데도ㅋㅋ
1,리뷰,사이즈를 1살까 2살까 고민하다가 2를사면 오히려 덩치더 커보일갛 같아서 그냥 1로샀는데 딱 그냥 기본핏 나오네용 그냥 사이즈 크게 주문했었어도 될뻔했는데 ㅠ ㅠ 조금 아쉽지만 그래도 기본템이라서 손 많이 갈것같아요
1,리뷰,조금 품과 길이가 크긴하지만 워낙 오버핏을 좋아해서 더 마음에들었어요!!
1,리뷰,음 저는 제일 큰 사이즈를 주문했는데 완전 사이즈 miss.....
1,리뷰,저한테는 목부분은 좀 커서 어정쩡한 핏이고 단추여는것도 좀 애매했고
1,리뷰,손목은 작은건 아니었지만 사이즈에 비해 좀 작았던것 같아요
1,리뷰,그냥 사이즈표보고 꼼꼼히 확인하시고 구매하시는것을 추천드립니다^^
1,리뷰,기존에 갖고 있던 하얀 셔츠들은 오래돼 다 낡고 작아져서(?) 기본 흰셔츠가 없었어요 ㅠㅅㅠ
1,리뷰,사이즈도 딱 제가 원한 만큼 넉넉히 크고 핏도 예상했던대로라도 너무 좋았어요!
1,리뷰,감사히 잘 입겠습니당ㅎㅅㅎ 셔츠는 넉넉히 또 사둬야겠어요
1,리뷰,디자인이나 길이감은 좋은데
1,리뷰,두사이즈 다 구매했습니다.
1,리뷰,혹시나 안맞을까봐 이렇게 구매했는데 1사이즈가 넉넉하게 잘 맞습니다.
1,리뷰,2사이즈도 걸치기에는 괜찮아요.
1,리뷰,저는 159에 70키로대이고 상체등치가 꽤 있는 편인데도 1사이즈 여유있습니다.
1,리뷰,아주아주 크게입으시려는거 아니면 1사이즈 추천드려요.
1,리뷰,팔뚝은 거의 88인데 사이즈 1했는데도 널널하네요ㅎㅎ
1,리뷰,오버핏으로 나온 옷이라 사이즈 맘에듭니다 재질이 생각했던 재질은 아니구 면으로 된 약간 특이한? 무늬도 미세하게 있네요ㅎㅎ
1,리뷰,낙낙해서 아주 좋아요!
1,리뷰,원래 입는 옷 사이즈가 66이나 77정도 사이즈라서 혹시 작을까봐 2사이즈 샀는데 1 해도 됐을 거 같아요
1,리뷰,뒷기장이 엉덩이를 다 가려줘서 아주 좋아요
1,리뷰,"아무 생각 없이 2 사려다가 사이즈 표보고, 후기들 보니까 생각보다 크길래,,,"
1,리뷰,"이거 있으면 길이도 적당히 길고 그래서,,,"
1,리뷰,사이즈는 아주 만족스럽습니다.
1,리뷰,엉덩이 덮어주고 넉넉하고. 감은 얇은 편이고 주름이 잘 갈거 같은 느낌이에요.
1,리뷰,치마랑 같이 샀는데 브라까지 착용했을때 기준으로 살짝 벌어짐이 조금 있지만 그래도 못입을 수준까지 아니고 사이즈가 잘맞았습니다
1,리뷰,80E에 어깨도 있는 편인데 1번이 널널하게 잘 맞아요!
1,리뷰,크게 입으려고 2로 시켰는데 너무 커서 놀렀지만 안에 넣고 다니면 되니까 잘 입고 있어요
1,리뷰,"남방셔츠 종류를 좋아해서 이것저것 구매했는데 제가 상의 66,77 입어요 셔츠 사이즈 적당하고 좋아요"
1,리뷰,"길이도 길고 근더 하체 특히 엉덩이 둘레가 제가 커서 그 쪽 부분이 끼어요, 그래서 안에 셔츠입고 오픈해서 입습니다."
1,리뷰,처음에 포장 뜯기전부터 셔츠라면 카라부분이 딱 보이게 포장 되어있는게 보통인데 아무렇게나 갠듯이 폴리에 넣어져 있어서 혹시나했는데 역시나 뜯어보니 옷이 다 쭈글쭈글 주름이... 딱 봐도 누가 반품한 제품 보내준 느낌이었어요
1,리뷰,등치가 있어서 사이즈 고민 많이 했는데
1,리뷰,넉넉하고 길어서 겉에 입기 좋아요
1,리뷰,널널해서 맘에 드는데 친구는 많이 크다고 하네요
1,리뷰,75인데 1도 넉넉히 잘맞아요.
1,리뷰,여유로운 사이즈에다가 핏이 넘 이뻐요!!
1,리뷰,길이감도 딱좋아요!!
1,리뷰,사이즈도 넉넉해서 1사도 됐을 것 같아요 ! ??
1,리뷰,사이즈도 딱이고 편하고 이만한 셔츠 없어요
1,리뷰,1사이즈사도 충분히넉넉하게 맞았을것같아요!!
1,리뷰,놀러갈때 입으려고 샀는데 사이즈도 잘맞고 이뻐요!
1,리뷰,기장은 엉덩이 위 쪽 살짝 덮는정도에요
1,리뷰,길이감도 딱 좋고 단독으로 입기보다는 레이어드 해서 입는게 이쁠 것 같아욤
1,리뷰,제가 상체가 커서 걱정했는데 살짝 넉넉하게 아주 잘 맞았구요
1,리뷰,사이즈 크게 나온건 예상하긴 했지만 예상보다도 크네요
1,리뷰,진짜 옷 너무 좋고 예쁘고 넉넉하고 제법 도톰 해서 입기 좋아요
1,리뷰,그래서 하의안에 넣어서 입어요
1,리뷰,평소 사이즈 77인데 사이즈 1로 삿어도 될 것 같아용
1,리뷰,사이즈딱맞고 좋아요!
1,리뷰,배송도 큰 박스에 넣어주셔서 많이 안구겨졌어요ㅎ
1,리뷰,오버사이즈지만 핏이 너무 이쁩니다
1,리뷰,다들 넉넉하다
1,리뷰,그래서 1사이즈 주문해서 입었는데 저는 딱 맞는 느낌이에요 (평소 3사이즈입는편임) 루즈하게 입는거 좋아해서 크게 입는편이거든요
1,리뷰,사이즈도 엄청 넉넉하고 조금 길지만 하체 체형 커버도 되고 좋어요 ㅎㅎ
1,리뷰,사이즈 1시켰는데 잘맞아요!
1,리뷰,넉넉한핏이에요
1,리뷰,사이즈도 딱떨어져서 안에 넣어입기 이쁩니다. 다만 까슬해서 ㅠㅠ 촉감에 민감하신분들은 주의해주세용!
1,리뷰,이거 완전 시원하고 넉넉하서 좋아요!
1,리뷰,너무커요ㅜㅜ
1,리뷰,리뷰를 안보고 2사이즈 사버려서 너무 컸는데 그래도 빨면 줄어들겠죠
1,리뷰,다음에는 다른색으로 1사이즈 사러오겠습니당
1,리뷰,흰색 1사이즈 샀어요
1,리뷰,기본적으로 여유있게 나오나봐요 77인데 넉넉하네요
1,리뷰,리뷰를 안보고 2사이즈 사버려서 너무 컸는데 그래도 빨면 줄어들겠죠
1,리뷰,다음에는 다른색으로 1사이즈 사러오겠습니당
1,리뷰,흰색 1사이즈 샀어요
1,리뷰,기본적으로 여유있게 나오나봐요 77인데 넉넉하네요
1,리뷰,가볍게 아우터 형식으로 걸치기도 좋고 슬렉스 안에 넣어 입기도 편하고 활용성이 좋았어요
1,리뷰,넉넉하게 입고 싶어서 2를 샀는데
1,리뷰,사이즈는 완전 커서 편해요
1,리뷰,사이즈가 많이 커요ㅠㅠ 참고 하세요
1,리뷰,후기 보고 사이즈 실측도 확인해서 1로 주문했는데도 여유로워서 놀랐어요!
1,리뷰,박시하고 넉넉한 셔츠 찾고있었는데 딱좋아요!!
1,리뷰,길이 및 품 좋았어요
1,리뷰,니트조끼랑 같이 입으려고 삿어요 사이즈도 넉넉햇고 이뻐요
1,리뷰,제사이즈 맞게샀는데 너무커서 놀랐습니다
1,리뷰,넉넉하니좋아요
1,리뷰,가슴둘레 110인데 넉넉하진않지만 슬림하게 잘 맞고 재질도 특이한게 덥지도않고 요즘 입기 딱 좋은것같아요!
1,리뷰,가슴둘레 110인데 넉넉하진않지만 슬림하게 잘 맞고 재질도 특이한게 덥지도않고 요즘 입기 딱 좋은것같아요!
1,리뷰,옷 자체는 예쁜데 제가 빅사이즈라 자신에 옷이 잘 안나온것 같네요ㅜㅜ
1,리뷰,"사이즈, 컬러 다 맘에 들고요!"
1,리뷰,프리 사이즈 치고 잘 맞아서 만족해요
1,리뷰,상의 105 입는데 넉넉하디는 않지만 대충 배바지해서 입고 다니기 좋을 것 같아요
1,리뷰,사이즈 맞아서 만족
1,리뷰,사이즈는 좀 많이 넉넉해서 1샀어도 됐을거같아요
1,리뷰,넉넉하니 요즘 날씨에 모델처럼 딱 걸쳐입기도 좋아요!!
1,리뷰,88사이즈너무잘맞네요..
1,리뷰,색깔도 너무 예쁘고 사이즈도 적당하고
