score,genre,lyrics
1,리뷰,무슨색살까 고민하다가 초록색샀는데
1,리뷰,색이 기대한거보다 더 예뻐요 ㅠㅠㅠㅠㅠ
1,리뷰,소재도 부드럽고 ! 시원하게 입기좋을거같아요
1,리뷰,다른색도 더 사고싶어서 고민즁이예요
1,리뷰,사진에서는 옷에 핑크빛이 돌긴하는데 실제로는 전혀 그렇지않아요!
1,리뷰,딱 일반적인 베이지 색이고 린넨이라 까슬까슬한 재질일줄 알았는데 생각보다 부드러워서 좋아요!
1,리뷰,어깨가 좀 넓은편이어서 안맞으면 어쩌나 했는데 잘맞았어요
1,리뷰,목부분이 파여있어서 여성스럽게 보여요 데일리로 입기 좋은것같아요
1,리뷰,찰랑찰랑 너무 이쁘구요
1,리뷰,빨아도 자연스럽게 구겨진다고 해야하나??
1,리뷰,무튼 가격대비 여름에 잘 입고 다닐수 있는 옷을 산것같아요!!!
1,리뷰,색깔 진짜아아아아 예뻐요 색깔 존예 그리고 재질 완조니 시원!!!!!!
1,리뷰,정말 시원하고 이뻐요~~~
1,리뷰,너무 편하구요
1,리뷰,브라운 추가로 구매할까해요~
1,리뷰,올여름 딱 입니다~~~
1,리뷰,강추합니다
1,리뷰,시원해보이고 색깔도 선명하니 이뻐요ㅎㅎ
1,리뷰,다른 곳에서 파는것보다 더 하늘하늘하고 고급스러워보여요
1,리뷰,이뻐유 여리여리해보이구 질도 꽤 좋은거같구
1,리뷰,여름에맞게 시원시원해보이구 입엇을때딱이뻐용
1,리뷰,다른색으로또사고싶네요
1,리뷰,색감은 그나마 제일 비슷하게 나오게 찍어봤고... 생각보다 부드러워서 좋았습니다.
1,리뷰,이런 디자인에 좀 더 소매가 긴 옷을 샀는데 그 옷과는 비교가 안될 만큼 가볍고 좋습니다!!!
1,리뷰,초록색옷이 전부터 입고 싶어서 계속 찾다가 우연히 발견한 옷인데 정말 너무 마음에 듭니다ㅜㅜ!!! 색감이 정말 깡패입니다.
1,리뷰,흰 치마나 청치마에 코디하면 진짜 이쁠듯 싶어용ㅎㅎ 좋은 옷 감사합니다~~^^
1,리뷰,소재 너무 부들부들하고 색깔 예뻐요!!
1,리뷰,생각했던 것보다 훨씬 예쁜게 와서 기분 넘나 좋았어요ㅠㅠㅠ
1,리뷰,처음으로 커먼유니크에서 주문해봤는데 생각보다 옷이 괜찮아서 이제 여기서만 사게될거 같아요 ㅋㅋㅋㅋ
1,리뷰,저는 브릭레드 주문했는데 이 밑에 검은 슬랙스나 청바지 매치해서 입고다니러구요!
1,리뷰,베이직 아이템으로 고민하시는 분들 그냥 사면될거같아요 ㅋㅋㅋ
1,리뷰,일단 소재 자체가 까끌까끌하지 않은 소재라서 맘에 들었습니다.
1,리뷰,근데 생각보다 기장이 조금 짧더라고요.
1,리뷰,"그래도 어차피 안에 넣어 입으니까 크게 상관은 없었지만, 170넘으시는 분들은 기장 한 번 확인해보고 구매하세요!"
1,리뷰,시원하게 여름에 잘 입을 것 같아요!
1,리뷰,보통
1,리뷰,원래 프리사이즈 입으면 조금 큰... 작은55정도 입는 사람인데 이옷은 안크고 잘맞아서 좋아요
1,리뷰,(2019-08-06 10:46:02 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,색이고급져요
1,리뷰,청바지에매치해서입으니 이쁩니다
1,리뷰,(2019-07-06 19:45:21 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,시원하고 예쁘고 착용감도 엄청 편해요!!
1,리뷰,(2019-07-02 21:48:02 에 등록된 네이버 페이 구매평)
1,리뷰,벽돌색 사고 너무 이뻐서 옐로우 샀어요 날씬해보이고 핏이 너무 이쁩니다. 시원해요~
1,리뷰,전에 그린으로사고 너무맘에들어서또 사게됬어요 !!
1,리뷰,너무맘에들어요ㅠ
1,리뷰,색깔도 디자인도 깔끔하니 이뻐요!
1,리뷰,잘 입을게요!
1,리뷰,그린색 처음인데 너무 마음에 들어요
1,리뷰,‼옷 소재도 너무 좋고! 핏도 너무 좋아요!
1,리뷰,이뻐요ㅜㅜㅜ 역시 구매평이 많은 이유가 있네용
1,리뷰,만족
1,리뷰,얼굴이밝아보여요
1,리뷰,(2018-07-21 15:49:56 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,색상별로 구입했어요.
1,리뷰,기본으로 가지고 있기 좋고 색도 이쁘네요.
1,리뷰,(2018-07-15 06:08:27 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,질감과 색감 모두 좋아요.
1,리뷰,(2018-07-14 12:23:25 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,시원해요
1,리뷰,오오
1,리뷰,(2018-06-30 21:16:40 에 등록된 네이버 페이 구매평)
1,리뷰,시원하고 사이즈는 넉넉해요 길이감이 있어서 하의에 넣고도 빠져나오지않아 좋은것 같아요
1,리뷰,만족
1,리뷰,색깔 진짜 이뻐요!
1,리뷰,여름 느낌 물씬
1,리뷰,(2018-06-11 19:39:35 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,칼라도 사진과 같아서 예뻐요 어느옷이나 다잘어울려요
1,리뷰,(2018-05-30 23:12:00 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,옷예쁘네요~잘입을께요!!
1,리뷰,(2018-05-16 16:35:49 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,넘나 이뻐용!!
1,리뷰,마음에 들어용~~ 편하고 시원하고 좋네용 ㅋ
1,리뷰,(2017-08-23 22:11:16 에 등록된 네이버 페이 구매평)
1,리뷰,보는 그대로 색감예쁘고 입었을때 디자인이 맘에드네요^^
1,리뷰,요 셔츠 질 완전 좋아요 !!
1,리뷰,"브릭레드 구매했는데 컬러도 예쁘고 핏, 기장 모두 마음에 들어요"
1,리뷰,무엇보다 셔츠의 질이 너무 좋아서 다른 컬러 또 구매할 예정입니다
1,리뷰,보통이에요.
1,리뷰,화면으로 보고 예쁠것 같아서 샀는데 뭔가 그냥 그렇네요
1,리뷰,진짜 시원해요
1,리뷰,요즘 날씨 너무 더운데
1,리뷰,남색 이쁘고
1,리뷰,편하고
1,리뷰,다른색도 사려구요
1,리뷰,추첨합니당
1,리뷰,만족
1,리뷰,상품 잘 받았습니다
1,리뷰,(2017-07-20 10:10:43 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,잘받았습니다
1,리뷰,(2017-06-23 08:22:10 에 등록된 네이버 페이 구매평)
1,리뷰,"색은 화면 그대로 너무 예쁘고, 하의는 치마랑 바지 둘다 입어봤는데 치마를 입든 바지를 입든 무슨 옷이든 다 잘 어울리는 것 같아요!!"
1,리뷰,그리고 얇고 린넨 소재라 여름에 입기 딱 좋을 것 같아요
1,리뷰,주문 할때 마다 배송도 빠르고 무엇보다도 옷의 질이 좋은거 같아서 입을때마다 기분이 좋아요!!
1,리뷰,이거 정말 이뻐요오오 세련되보이고 시원하고 깔끔하고 다른 색상구매의사있아요~!
1,리뷰,만족
1,리뷰,갠춘해요!
1,리뷰,(2017-06-07 09:42:51 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,색상 선명하고 너무 편하고 예뻐요
1,리뷰,(2017-06-04 18:11:12 에 등록된 네이버 페이 구매평)
1,리뷰,너무너무 만족해요
1,리뷰,여리여리함의 극치를 달립니다
1,리뷰,-!
1,리뷰,후기보면 가슴 부분이 안 예쁘게 벌어진다는 걸 봐서 착용 전에 스팀다리미로 한 번 다려주고 입었더니 신경쓰이지 않게 잘 맞았어요!
1,리뷰,색상도 정말 너무 예뻐요 린넨 소재라 그렇게 덥지도 않구요
1,리뷰,-! 다른 색상도 구매하고 싶은데 세일이 끝나 아쉬울 따름입니다...ㅠ
1,리뷰,다만 안에 속옷위에 끈나시를 착용했는데 살짝살짝 보이긴하지만 전혀 야하거나 하지 않아요!
1,리뷰,"조금 신경 써줘여하긴 하지만, 그걸 감수하고도 애용할 것 같습니다^^"
1,리뷰,여름에 입기 딱 좋은 린넨소재라 요즘 입기 좋고
1,리뷰,재질도 싸구려티 안나서 좋아요.
1,리뷰,린넨이지만 비침이 엄청 심한 편도 아니고 무난하게 입기 좋아서 맘에 들었어요.
1,리뷰,품도 적당하고 길이도 적당해서 좋아요.
1,리뷰,인터넷쇼핑몰에서 옷을 사면 거의 항상 길이가 너무 짧거나 길어서 별로였는데 진짜 너무 적당해서 빼입기도 좋고 넣어입기도 좋아요.
1,리뷰,얇아서 시원한데 또 비침은 없어요.
1,리뷰,진짜 너무너무 좋아요!!!
1,리뷰,(사진에는 살짝 구겨진 걸로 보이는데 이건 제가 잠깐 던져놔서..
1,리뷰,원래는 안그래요!!)
1,리뷰,사진이 어둡게 나왔는데 색감도 예쁘고 핏도 괜챃아요! 소재도 얇고 하늘하늘해서 데일리로 자주 입을것 같아요!
1,리뷰,그리고 개인적으로 네이비색상 구매하시면 하얀새스커트나 바지랑 입으면 더 예쁠것같아요!!
1,리뷰,옷 받자마자 입고 놀러갔다왓어요~
1,리뷰,색깔도 너무 예뻐요 다른것도 사고싶어요!!
1,리뷰,시원한 재질이고 생각보다 흐물흐물해서 구김도 덜가는거 같고 좋았어요
1,리뷰,개인적으로 기장이 좀 더 길었으면 청바지 입을때 안에 넣어입기 편했을텐데 조금 아쉬웠고 치마나 반하이 바지에 넣어입기엔 적당한 기장이에요~
1,리뷰,추천합니다!
1,리뷰,어깨가 넓어서..괜찮을까 하고 샀는데 너무 마음에 들어요.
1,리뷰,소재도 좋구요~
1,리뷰,치마나 바지에 어디에 입어도 어울려요.
1,리뷰,제가 와일드 팬츠를 좋아하는 데 거기에도 잘 어울리구요.
1,리뷰,그리고 딥그린으로 잘 산거 같아요.
1,리뷰,색이 아주 마음에 듭니다!
1,리뷰,민트 색상 너무 이쁘고 사이즈도 딱 좋아요!!
1,리뷰,항상 믿고 입는 커먼유니크~ 잘 입을게요 감사합니다ㅎㅎㅎ
1,리뷰,일단 그린색이 너무 맘에 듭니다. 같이 산 바지도 너무 맘에 들구요
1,리뷰,잘 맞습니다
1,리뷰,너무 만족합니다
1,리뷰,(2021-06-28 19:49:49 에 등록된 네이버 페이 구매평)
1,리뷰,여름에 입기 딱 좋아요 !!!
1,리뷰,딥그린 스리슬쩍 추천합니다아
1,리뷰,사이즈도 잘 맞고 길이도 적당해서 만족해요
1,리뷰,감촉이 부드럽고 기장도 안 짧아서 좋아요.
1,리뷰,카라부분도 예쁘고 시원하고 기대이상이에요!
1,리뷰,배송 진짜 빨랐어요.
1,리뷰,색깔이 쨍한 초록이라 너무 예쁩니다.
1,리뷰,이번 여름에 잘 입을 것 같네요.
1,리뷰,재질도 좋고 사진속 보이는 그대로예요~
1,리뷰,근데 개인적으로 가슴 있으신 분들은 비추예요ㅜ
1,리뷰,딱히 달라붙지 않기때매 더 부해보여요ㅜㅜ또르륵...
1,리뷰,이거 노란색 너무예쁜데요?
1,리뷰,워낙 노란색 좋아해서 여름에 시원하게 입으려고 샀는데 진짜 예뻐요 색감이 엄청 환한 노란색입니다ㅠ
1,리뷰,최고에요
1,리뷰,ㅠㅜ 안 입은 것처럼 가볍고 편해요.
1,리뷰,색상도 겨자색이어서 톡톡 튀어 귀엽고요.
1,리뷰,"청바지에도, 롱치마에도 어디든지 코디해서 입을 수 있을 거 같아요."
1,리뷰,린넨 소재라 그런지 몇 번 빨면 헤질 것 같지만 이 가격이니까 한 철 입기에 딱이에요.
1,리뷰,옷이 너무 하얘서 처음에 살짝 놀랐는데 입어보니까 정말 데일리하고 꾸민듯 안꾸민듯한 자연스러운 연출이 가능해서 매우 만족스러웠습니다!
1,리뷰,하얀색이어서 비치는 감이 있어요.
1,리뷰,재질은 너무 부드러워서 입고 다니기 편할 것 같습니다~~
1,리뷰,배송은 7일 걸렸어용
1,리뷰,울샴푸 넣어서 급속으로 헹굼
1,리뷰,탈수했는데 줄어들었어요
1,리뷰,... ...
1,리뷰,너무 황당
1,리뷰,옷사면서 그런 경우도 있구나 했는데 그게 바로 내가 될줄이야....
1,리뷰,바다 가서 입으려구 샀어요~!
1,리뷰,색이 너무 예뻐서 입을 때는 완전 만족스러웠어요.
1,리뷰,다만 아쉬운점이 있다면 초록색 물이 엄청 빠져요...
1,리뷰,손빨래했는데 물이 끊임없이 빠져요..!
1,리뷰,혹시 세탁기 넣었다가 다른옷에 이염됐을 거 생각하면 아찔하네요.
1,리뷰,총평 : 옷은 예쁘나 물빠짐
1,리뷰,심함
1,리뷰,"린넨 구김땜에 별로 선호하진 않는데, 배송오자마자 세탁해보니 역시 구김이...다림질 해야 입을 수 있겠어요."
1,리뷰,색감은 진한 베이지 느낌인데 나쁘진 않습니다.
1,리뷰,핏은 괜찮은데 하단 박음질 처리가 너무 조잡하고 실밥이 많아요
1,리뷰,하의에 꼭 넣어 입어야 할듯하네요
1,리뷰,예쁘고 시원해요!
1,리뷰,"무슨 색으로 살까 고민하다가, 편하게 입을 수 있을 것 같아 네이비로 구매하였습니다!"
1,리뷰,코디 되어있는 흰색 바지 대신 검정색 바지와 입었는데 생각보다 더 잘 어울리고 괜찮더라구요~
1,리뷰,다른 색으로 또 사도 좋을 것 같습니다!!
1,리뷰,하늘하늘하고 편해용 ㅋㅋㅋ 모델이 입은 색보다 실물이 좀 더 탁하고 진해요~ 만족!
1,리뷰,"비침이 없어 편하게 입기 좋고, 린넨이라 엄청 시원합니다"
1,리뷰,사이즈가 넉넉하고 색깔도 딱 좋아요 ㅎㅎ
1,리뷰,만족합니다
1,리뷰,♡
1,리뷰,컬러 너무 예뻐요~
1,리뷰,가슴부분쪽이 살짝 여유가 없긴한데
1,리뷰,소매기장이랑
1,리뷰,전체적으로 핏은 너무 예뻐요!
1,리뷰,보기보다는 어두운데 까슬거리지 않고 좋아요.
1,리뷰,입어보자마자 색이 너무 예뻐서 감탄했던... 인터넷 쇼핑은 애매해서 잘 안사는데 커먼유니크는 실망이 적어서 믿고 사는. 고민고민하다가 도전하는 마음으로 옐로를 샀는데 아... 다른 색도 입어보고 싶은 욕구가!!! 색이 쨍한 것도 아닌 린넨 특유의 재질이 겨자노랑?을 예쁘게 돋보여주는 것 같아요.
1,리뷰,브릭레드가 화면상으로 예뻐서 샀는데 실제로도 예뻐요!
1,리뷰,아주 약간 톤다운된 진다홍색인데 가을 웜톤인 제게 착붙입니다ㅎㅎ
1,리뷰,어깨 길이도 알맞게 맞고 넥 라인이 정말 예뻐요.
1,리뷰,또 이거 하나만 입어도 비침이 없어서 만족합니다.
1,리뷰,아 그리고 구김이 가는 재질이라 입기 전에 다려서 입었어요.
1,리뷰,(재질상 입을 때 마다 다려야 할 것 같아요) 너무 마음에 들어서 아이보리도 주문했어요>_< 아이보리는 약간 비침이 있어요.
1,리뷰,흰색 면 티보다 갖춰입은 것 같고 좀 더 깔끔해보여서 좋아요.
1,리뷰,둘 다 잘 입겠습니다!
1,리뷰,여행가서 입으려고 샀는데 시원한 소재여서 좋았습니다ㅎㅎ
1,리뷰,색깔이 조금만 더 밝았으면 하는 아쉬움이 있었지만...!! 그래도 막상 입어보니까 소재도 흐물흐물? 하고 여리해져서 이뻐서 괜찮아요ㅎ
1,리뷰,청바지에도 무난하게 입기도 좋고 여름에 자주 입게 될 것 같아요
1,리뷰,잘 입을게요 많이 파세요
1,리뷰,:-))
1,리뷰,원단 짱!!!!!!
1,리뷰,제가 옛날에 다른 곳에서 이거 비슷한 거 샀었는데
1,리뷰,진짜 질이 별로여서(물론 딱 제값 퀄이지만...)
1,리뷰,요번에 하나 사자 해서 산 건데 진짜 질 좋아용
1,리뷰,근데 흐눌흐물해서 핏 잡기는 쪼끔 힘들어요!
1,리뷰,저는 아이보리에 대해 후기남기고 싶은데
1,리뷰,아이보리 구매후기 눌러도 자 꾸 브릭레드로 선택되네요 ㅡㅡ;;
1,리뷰,아무튼..
1,리뷰,옷 자체는 시원하고 재질이 얇아서 느낌 좋아요
1,리뷰,땀흘려도 금방 날아갈것같구요
1,리뷰,다만 박음질이 약해서 투두둑 떨어질거같아요
1,리뷰,옷이 약한것 말곤 맘에 들어요.
1,리뷰,첫리뷰 후기에용 ^^
1,리뷰,첨봤을때 색은 사진이랑 똑같아서 이뻐요^^
1,리뷰,제가 55반정도 되는데 어깨도 잘맞고 핏도 좋아요
1,리뷰,다만 재질이 땀은 잘 흡수할 그런원단은 아닌거 같은데 여름에 맞게 시원하고 착용했을때 불편함이 없어 좋아용 바지를 잘 입고 다니는데 여름에 데일리로 잘 입을꺼같아용 ^^
1,리뷰,구매하셔도 좋을 아이템이에요
1,리뷰,이거 진짜 왜 베스트인지 알겠어요!
1,리뷰,지금 세일해서 다른 컬러 두장 더 구매하려구요!!
1,리뷰,슬립해보이고 어떤 코디에도 무난하게 어울려요.
1,리뷰,캐주얼도 가능하고 격식 차리는 느낌도 가능하고 너무 맘에 쏙 들어요
1,리뷰,@!
1,리뷰,정장느낌에 시원한 마 같기도 하고
1,리뷰,민소매 입고 오픈 해서 입었는데 이쁘네요
1,리뷰,출근할때 입을려고샀어요.
1,리뷰,심플하고 깔끔해서 어디에다 매치해도 편하고 예뻐요 올여름은 커먼유니크에서 산 셔츠로 해결됬어요
1,리뷰,(2021-07-02 14:11:59 에 등록된 네이버 페이 구매평)
1,리뷰,색이 완전 초록초록해서 너무 이뻐요!!
1,리뷰,소재도 좋고 시원해요!!
1,리뷰,그린색상 이쁘네요
1,리뷰,여름여름합니다
1,리뷰,(2021-06-23 18:17:35 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,깔끔하게 마무리되어서 좋네요
1,리뷰,(2020-07-11 08:56:45 에 등록된 네이버 페이 구매평)
1,리뷰,베이직 한 제품이라서 데일리로 잘 입을 것 같네요ㅎㅎ
1,리뷰,목 부분이 많이 파였을까봐 걱정했는데 생각보다 안파였어요!!
1,리뷰,"소재도 가볍고 얇아서 여름에 애용할 것 같고, 색상도 거의 비침이 없어요."
1,리뷰,길이도 적당히 길어서 바지나 치마에 여유있게 넣어 입는 것도 가능하고 여튼 너무 잘 산것같앙요~~!! 다른 색깔도 사야겠어요 ㅎㅎ
1,리뷰,믿고사는 커먼유니크><><
1,리뷰,불만족
1,리뷰,많이 파세요.
1,리뷰,저한테는 안어울리네여 나름 신중했는데 매번 다림질도 그렇고...
1,리뷰,(2020-06-22 10:16:56 에 등록된 네이버 페이 구매평)
1,리뷰,컬러도 이쁘고 핏도 이쁘고 길이감도 앞은 살짝 짧고 뒤는 살짝 길어서 딱 좋은데 주름이 너무 많이 지네요.
1,리뷰,아침에 다려입고 출근해도 여기저기 금방 주름져요..
1,리뷰,키가 큰 편이라 길이가 조금 더 길면 더 좋았을 것 같지만 지금도 너무 짧지 않아서 좋아요!
1,리뷰,다른 색에 비해 네이비 색상이 어두워서 더 날씬해보이는 것 같네요 인기상품이라 기대했는데 완전 만족합니다!
1,리뷰,만족
1,리뷰,여름에입기좋네요:)
1,리뷰,(2020-06-18 21:53:15 에 등록된 네이버 페이 구매평)
1,리뷰,불만족
1,리뷰,단추 채우는데 실처리가 별로네요 2개나 샀는데 후회합니다.
1,리뷰,반품 귀찮아서 옷걸이에 걸어 놨어요
1,리뷰,(2020-06-09 18:04:47 에 등록된 네이버 페이 구매평)
1,리뷰,색도 너무 예쁘고 사이즈도 딱 맞아요!!
1,리뷰,청바지에 입어도 잘 어울리고 흰바지에도 예뻐요!!
1,리뷰,다른 색도 사고 싶습니다.
1,리뷰,맘에 듭니다!!
1,리뷰,보통
1,리뷰,방직공장 미싱 돌리고 있을거 같음
1,리뷰,(2020-05-16 03:29:54 에 등록된 네이버 페이 구매평)
1,리뷰,불만족
1,리뷰,처음엔 시원하고 좋았는데 옷을 한번 빨고 다림질했더니 줄어든것 같아요
1,리뷰,(2019-08-05 18:45:12 에 등록된 네이버 페이 구매평)
1,리뷰,보통
1,리뷰,"옷이야 나쁘진 않은데 애초에 린넨이고, 다른 곳을 떠나 꼭 이 셔츠를 커먼유니크에서 사야만 하는 이유는 없는 것 같아요."
1,리뷰,"린넨 재질의 옷을 별로 안좋아하는 것도 있지만, 관리도 힘든 린넨인데 구겨진 채로 배송오니 새 옷인데도 좀 볼품없어 보이네요."
1,리뷰,(2019-07-05 07:28:55 에 등록된 네이버 페이 구매평)
1,리뷰,보통
1,리뷰,만족합니다
1,리뷰,많이 파세요~
1,리뷰,(2019-07-04 23:13:19 에 등록된 네이버 페이 구매평)
1,리뷰,핏이 좋아용 데일리로 적당한 것 같아요
1,리뷰,불만족
1,리뷰,생각보다 저렴한 느낌ㅠ 사이즈도 저한텐 좀 작네요
1,리뷰,(2019-06-19 01:12:16 에 등록된 네이버 페이 구매평)
1,리뷰,색깔예쁘고 잘맞아요
1,리뷰,빛에비추니 조금 비칠것같아 런닝은 입어야할것같아요
1,리뷰,"색깔, 마감처리(바느질 상태), 사이즈 모두 마음에 들었습니다!"
1,리뷰,가격 대비 옷 상태가 좋다고 느꼈습니다.
1,리뷰,베스트 상품인데는 이유가 있다고 느꼈네요ㅎㅎ
1,리뷰,다만 아쉬웠던 점은 한 번 착용한 뒤 세탁하고 나서 옷이 조금 줄어들었다는 거예요..ㅠㅠ
1,리뷰,드라이클리닝 대신에 찬 물+중성세제 풀어서 손세탁을 조심스럽게 해주었는데도 옷이 약간 줄어들어버렸네요ㅠㅠ
1,리뷰,린넨 재질이라 세탁 관리가 어려울 거라고 예상은 했지만 손세탁 처음 하자마자 이렇게 되버려서 그 부분은 아쉽습니다.
1,리뷰,다만 세탁 전에는 살짝 루즈핏(딱 여름에 입었을 때 옷이 몸에 닿이지 않아 좋을 정도의 핏!)이었는데 세탁 후엔 거의 딱 핏되는 사이즈가 되어서 나쁘진 않습니다.
1,리뷰,앞으로 세탁 관리 더 신경써서 입는 수 밖에^^;
1,리뷰,아무튼 가성비 좋은 옷 감사합니다!
1,리뷰,잘 입을께용!ㅎㅎ
1,리뷰,음 통통한편인데 그래도 잘 맞았어요
1,리뷰,이쁘게 잘 입겠습니당
1,리뷰,앞으로도 예쁜 옷 많이 만들어주시옹에
1,리뷰,예뻐요
1,리뷰,가끔 간단하게 차려 입는 자리에서 입으면 좋아요
1,리뷰,시원하면서 단정해 보여서 사기 잘 한 것 같아요
1,리뷰,대신 구김은 좀 잘 가는 것 같아요
1,리뷰,ㅇ9잘 맞고 예뻐요 색도 예쁘고 시원하고 얇아서 여름에 입기딱이에요
1,리뷰,보통
1,리뷰,컬러가 예뻐요 잘입겠습니다
1,리뷰,(2019-05-30 19:56:25 에 등록된 네이버 페이 구매평)
1,리뷰,후기에서 딥그린색이 이쁘다고 해서..
1,리뷰,별 생각 없이 있다가 후기 보고 샀네요.
1,리뷰,근데 정말 후기는 무시 못하는거 같아요 ~
1,리뷰,재질도 좋고 여름에 너무 시원할거 같아요 ~
1,리뷰,흰색이랑 제일 잘 어울릴거 같지만~ 다른것도 매치해서 입으면 괜찮을거같아요 ~
1,리뷰,만족
1,리뷰,시원해보이고 비침도 적고 좋아요
1,리뷰,(2019-04-24 08:02:11 에 등록된 네이버 페이 구매평)
1,리뷰,재질이 부드러워서 여름에 잘 입고 다닐 수 있을 것 같아요.
1,리뷰,만족합니다.
1,리뷰,진한 초록색! 받고 바로 입었을 땐 예쁜데 구김이 엄청 심하고 빨수록 쭈글쭈글해져서 금방 못입게되요ㅠㅠ 전체 기장도 짧은편입니다
1,리뷰,시원하고 좋은데 빨래할때 색깔 물이 너무 많이 빠져서 항상 단독으로 손빨래해야해서 조금 아쉬워요 ㅠㅠ
1,리뷰,만족
1,리뷰,빠른배송 굿 옷도 굿
1,리뷰,(2018-09-25 17:35:08 에 등록된 네이버 페이 구매평)
1,리뷰,옷은 이쁜데 좀 짧고 파여서 신경쓰여요 ㅜㅜ
1,리뷰,만족
1,리뷰,배송도 빠르고 좋습니다.
1,리뷰,(2018-08-13 15:49:06 에 등록된 네이버 페이 구매평)
1,리뷰,만족
1,리뷰,만조#합니다
1,리뷰,(2018-08-07 21:18:24 에 등록된 네이버 페이 구매평)
1,리뷰,단추 구멍 올이 다 풀리고 한 두번 세탁에 바로 올이 풀리고 원단이 찢어집니다
1,리뷰,보통
1,리뷰,빨래했다가 색깔 빠져서 다른 옷에 다 묻었음 ㅠㅠ
1,리뷰,(2018-08-04 09:21:11 에 등록된 네이버 페이 구매평)
1,리뷰,만족합니다
1,리뷰,초록색샀다가 남색으로 재구매했어요
